enhancer_chr,enhancer_chr_start,enhancer_chr_end,enhancer_id,promoter_chr,promoter_chr_start,promoter_chr_end,promoter_id,ENSG,gene_id,gene_type,reads_count,P-value,cell_line,methods
chr11,9230335,9237038,K562_TE_3626,chr17,73883230,73910899,K562_MPT_5832,ENSG00000141569.6,TRIM65,protein_coding,9,0.000397,K562,KARR-seq
chrX,73070560,73072220,K562_TE_23033,chr1,43819329,43838689,K562_MPT_456,ENSG00000234694.1,RP1-92O14.3,lncRNA,9,0.000397,K562,KARR-seq
chr5,139544820,139621746,K562_SE_548,chr1,151113933,151124104,K562_MPT_894,ENSG00000143434.11,SEMA6C,protein_coding,9,0.000397,K562,KARR-seq
chr18,75695246,75705676,K562_TE_10150,chr1,205559169,205569169,K562_MPT_1213,ENSG00000206762.1,RNU6-418P,snRNA,9,0.000397,K562,KARR-seq
chr5,179943676,179950151,K562_TE_17974,chr7,148390006,148401004,K562_MPT_12138,ENSG00000273314.1,RP5-1136G13.2,lncRNA,9,0.000397,K562,KARR-seq
chr5,60272564,60276083,K562_TE_17069,chr19,19491635,19501832,K562_MPT_6544,ENSG00000167491.13,GATAD2A,protein_coding,9,0.000397,K562,KARR-seq
chr11,93867527,93886332,K562_TE_4371,chr11,73877029,73887388,K562_MPT_2447,ENSG00000214517.4,PPME1,protein_coding,9,0.000397,K562,KARR-seq
chr12,112007239,112025871,K562_TE_5587,chr6,26211872,26222165,K562_MPT_10878,ENSG00000168274.3,HIST1H2AE,protein_coding,9,0.000397,K562,KARR-seq
chr5,131079177,131110063,K562_TE_17532,chr17,42457688,42471873,K562_MPT_5575,ENSG00000005961.13,ITGA2B,protein_coding,9,0.000397,K562,KARR-seq
chr12,46771502,46800832,K562_SE_202,chr6,158239296,158256605,K562_MPT_11446,ENSG00000130340.10,SNX9,protein_coding,9,0.000397,K562,KARR-seq
chr3,138462446,138518985,K562_TE_15213,chr19,11261437,11271484,K562_MPT_6379,ENSG00000161888.7,SPC24,protein_coding,9,0.000397,K562,KARR-seq
chr2,192677286,192734357,K562_SE_390,chr12,48201834,48231915,K562_MPT_2914,ENSG00000257488.1,RP5-1057I20.2,lncRNA,9,0.000397,K562,KARR-seq
chrX,11290563,11437956,K562_SE_739,chr1,160308038,160319380,K562_MPT_1008,ENSG00000122218.10,COPA,protein_coding,9,0.000397,K562,KARR-seq
chrX,135956337,135993609,K562_TE_23292,chr7,100282071,100292071,K562_MPT_11926,ENSG00000146830.9,GIGYF1,protein_coding,9,0.000397,K562,KARR-seq
chr7,127622797,127646282,K562_TE_20421,chr2,209114046,209125522,K562_MPT_7859,ENSG00000231908.1,IDH1-AS1,lncRNA,9,0.000397,K562,KARR-seq
chr9,6428827,6450047,K562_TE_21771,chr7,45138839,45156646,K562_MPT_11714,ENSG00000136270.9,TBRG4,protein_coding,9,0.000397,K562,KARR-seq
chrX,11290563,11437956,K562_SE_739,chr4,110731566,110741709,K562_MPT_9957,ENSG00000272795.1,RP11-602N24.3,lncRNA,9,0.000397,K562,KARR-seq
chr2,145188334,145270092,K562_SE_382,chr11,18029445,18039709,K562_MPT_2099,ENSG00000129158.6,SERGEF,protein_coding,9,0.000397,K562,KARR-seq
chr2,143687957,143696227,K562_TE_12108,chr1,115295585,115306297,K562_MPT_764,ENSG00000009307.11,CSDE1,protein_coding,9,0.000397,K562,KARR-seq
chr2,26972235,26995989,K562_SE_358,chr14,21448225,21463207,K562_MPT_3684,ENSG00000165792.13,METTL17,protein_coding,9,0.000397,K562,KARR-seq
chr7,23462528,23474606,K562_TE_19588,chr11,498570,512300,K562_MPT_1968,ENSG00000023191.12,RNH1,protein_coding,9,0.000397,K562,KARR-seq
chr1,41692510,41702725,K562_TE_628,chr22,19924130,19944026,K562_MPT_8550,ENSG00000184470.15,TXNRD2,protein_coding,9,0.000397,K562,KARR-seq
chr12,122492127,122530639,K562_SE_213,chr6,34211766,34222247,K562_MPT_11015,ENSG00000186577.7,C6orf1,protein_coding,9,0.000397,K562,KARR-seq
chr6,41959442,42010899,K562_SE_599,chr19,14242365,14253000,K562_MPT_6444,ENSG00000105011.4,ASF1B,protein_coding,9,0.000397,K562,KARR-seq
chr5,150130964,150131246,K562_TE_17760,chr12,62647604,62659209,K562_MPT_3078,ENSG00000135655.9,USP15,protein_coding,9,0.000397,K562,KARR-seq
chr2,200296297,200312162,K562_TE_12519,chr19,42358988,42369839,K562_MPT_6748,ENSG00000105372.2,RPS19,protein_coding,9,0.000397,K562,KARR-seq
chr6,118938314,118962543,K562_TE_18935,chr12,110929226,110945119,K562_MPT_3257,ENSG00000111237.14,VPS29,protein_coding,9,0.000397,K562,KARR-seq
chr1,45973507,45980832,K562_TE_706,chr9,37795499,37805790,K562_MPT_12823,ENSG00000122741.11,DCAF10,protein_coding,9,0.000397,K562,KARR-seq
chr11,78057964,78112641,K562_TE_4288,chr8,22293332,22303878,K562_MPT_12284,ENSG00000120910.10,PPP3CC,protein_coding,9,0.000397,K562,KARR-seq
chr2,74189295,74311354,K562_SE_371,chr3,63841321,63855236,K562_MPT_9146,ENSG00000240549.2,THOC7-AS1,lncRNA,9,0.000397,K562,KARR-seq
chr15,42075475,42086605,K562_TE_7188,chrX,48630385,48649981,K562_MPT_13400,ENSG00000207367.1,RNU6-29P,snRNA,9,0.000397,K562,KARR-seq
chr3,6548808,6584670,K562_TE_14302,chr9,123337436,123347437,K562_MPT_13060,ENSG00000136861.13,CDK5RAP2,protein_coding,9,0.000397,K562,KARR-seq
chr16,11165694,11266246,K562_TE_7960,chr16,31186431,31199606,K562_MPT_4879,ENSG00000089280.14,FUS,protein_coding,9,0.000397,K562,KARR-seq
chr2,145188334,145270092,K562_SE_382,chr7,106804406,106815218,K562_MPT_11982,ENSG00000105856.9,HBP1,protein_coding,9,0.000397,K562,KARR-seq
chr7,12412998,12438693,K562_TE_19497,chr1,113212043,113222367,K562_MPT_747,ENSG00000155363.14,MOV10,protein_coding,9,0.000397,K562,KARR-seq
chr6,27710750,27769347,K562_SE_584,chr11,5521834,5536215,K562_MPT_2030,ENSG00000175520.8,UBQLN3,protein_coding,9,0.000397,K562,KARR-seq
chr1,25762827,25773041,K562_TE_372,chr11,82877293,82887293,K562_MPT_2502,ENSG00000165494.6,PCF11,protein_coding,9,0.000397,K562,KARR-seq
chr17,27963624,28067286,K562_SE_299,chr8,21818749,21828749,K562_MPT_12275,ENSG00000130227.12,XPO7,protein_coding,9,0.000397,K562,KARR-seq
chr1,109626153,109650176,K562_TE_1184,chr14,24893492,24917064,K562_MPT_3737,ENSG00000100441.5,KHNYN,protein_coding,9,0.000397,K562,KARR-seq
chr3,52406837,52414757,K562_TE_14730,chr14,102223135,102234265,K562_MPT_4043,ENSG00000078304.15,PPP2R5C,protein_coding,9,0.000397,K562,KARR-seq
chr3,171781031,171825665,K562_TE_15473,chrX,153048008,153065129,K562_MPT_13705,ENSG00000067829.14,IDH3G,protein_coding,9,0.000397,K562,KARR-seq
chr6,29921029,29945749,K562_SE_589,chr12,54773244,54790082,K562_MPT_3019,ENSG00000161642.13,ZNF385A,protein_coding,9,0.000397,K562,KARR-seq
chr10,72408913,72460324,K562_SE_139,chr1,153594524,153615818,K562_MPT_920,ENSG00000189171.9,S100A13,protein_coding,9,0.000397,K562,KARR-seq
chr7,75939934,76044649,K562_SE_653,chr3,37279668,37290686,K562_MPT_8974,ENSG00000270194.1,RP11-259K5.2,lncRNA,9,0.000397,K562,KARR-seq
chr11,78057964,78112641,K562_TE_4288,chr17,6893508,6905301,K562_MPT_5233,ENSG00000108839.7,ALOX12,protein_coding,9,0.000397,K562,KARR-seq
chr11,127811500,127811713,K562_TE_4640,chr19,55533990,55554632,K562_MPT_6998,ENSG00000267265.1,CTC-550B14.7,lncRNA,9,0.000397,K562,KARR-seq
chrX,109553059,109555855,K562_TE_23117,chr11,282305,304526,K562_MPT_1962,ENSG00000206013.2,IFITM5,protein_coding,9,0.000397,K562,KARR-seq
chr13,109412338,109441017,K562_TE_6268,chr22,22002270,22025358,K562_MPT_8590,ENSG00000100023.13,PPIL2,protein_coding,9,0.000397,K562,KARR-seq
chr4,31996740,32005742,K562_TE_15921,chr6,27769853,27811440,K562_MPT_10912,ENSG00000197914.2,HIST1H4K,protein_coding,9,0.000397,K562,KARR-seq
chr5,139544820,139621746,K562_SE_548,chr5,151128456,151157093,K562_MPT_10618,ENSG00000177556.7,ATOX1,protein_coding,9,0.000397,K562,KARR-seq
chr12,51395876,51413330,K562_TE_5082,chr6,43585541,43617783,K562_MPT_11110,ENSG00000172432.14,GTPBP2,protein_coding,9,0.000397,K562,KARR-seq
chr9,44875058,44880467,K562_TE_21948,chr1,228286163,228302013,K562_MPT_1334,ENSG00000162910.14,MRPL55,protein_coding,9,0.000397,K562,KARR-seq
chr3,85550911,85558196,K562_TE_14903,chr9,138848226,138858226,K562_MPT_13217,ENSG00000130560.4,UBAC1,protein_coding,9,0.000397,K562,KARR-seq
chr7,119541305,119549080,K562_TE_20377,chr14,50578275,50588318,K562_MPT_3799,ENSG00000100483.9,VCPKMT,protein_coding,9,0.000397,K562,KARR-seq
chr1,100823710,100836316,K562_TE_1140,chr4,44850,58210,K562_MPT_9618,ENSG00000248302.2,Z95704.4,pseudogene,9,0.000397,K562,KARR-seq
chr2,114652692,114668245,K562_TE_11964,chr2,196516471,196527173,K562_MPT_7793,ENSG00000196950.9,SLC39A10,protein_coding,9,0.000397,K562,KARR-seq
chr6,15253980,15391637,K562_SE_569,chr18,60185240,60195852,K562_MPT_6116,ENSG00000141664.5,ZCCHC2,protein_coding,9,0.000397,K562,KARR-seq
chr21,38880441,38886743,K562_TE_13634,chr17,26893546,26911424,K562_MPT_5385,ENSG00000087111.16,PIGS,protein_coding,9,0.000397,K562,KARR-seq
chr10,135056473,135081466,K562_TE_3491,chr16,68872509,68882509,K562_MPT_5022,ENSG00000103047.3,TANGO6,protein_coding,9,0.000397,K562,KARR-seq
chr17,26380045,26454449,K562_TE_8935,chr1,78143343,78154104,K562_MPT_607,ENSG00000036549.8,ZZZ3,protein_coding,9,0.000397,K562,KARR-seq
chr7,137613403,137699756,K562_SE_668,chr6,13706796,13716796,K562_MPT_10830,ENSG00000010017.9,RANBP9,protein_coding,9,0.000397,K562,KARR-seq
chr18,3268125,3351559,K562_TE_9761,chr13,20432648,20442776,K562_MPT_3432,ENSG00000132950.14,ZMYM5,protein_coding,9,0.000397,K562,KARR-seq
chr6,28916583,28967980,K562_SE_588,chr1,27148201,27163511,K562_MPT_270,ENSG00000204160.7,ZDHHC18,protein_coding,9,0.000397,K562,KARR-seq
chr5,171413768,171414556,K562_TE_17867,chr22,22332147,22342213,K562_MPT_8595,ENSG00000100038.15,TOP3B,protein_coding,9,0.000397,K562,KARR-seq
chr2,46655062,46667986,K562_TE_11395,chr19,17387454,17426045,K562_MPT_6489,ENSG00000130307.7,USHBP1,protein_coding,9,0.000397,K562,KARR-seq
chr2,219164876,219194505,K562_TE_12684,chr5,1336853,1350214,K562_MPT_10153,ENSG00000049656.9,CLPTM1L,protein_coding,9,0.000397,K562,KARR-seq
chr22,19852170,19880732,K562_TE_13796,chr19,58785174,58795318,K562_MPT_7058,ENSG00000268516.1,CTD-3138B18.5,lncRNA,9,0.000397,K562,KARR-seq
chr22,46985557,47031110,K562_SE_447,chr19,54599083,54626651,K562_MPT_6987,ENSG00000105619.9,TFPT,protein_coding,9,0.000397,K562,KARR-seq
chr14,37542922,37563375,K562_TE_6486,chr11,33886362,33896362,K562_MPT_2144,ENSG00000135363.7,LMO2,protein_coding,9,0.000397,K562,KARR-seq
chr11,12147047,12244318,K562_SE_164,chr10,35620329,35630802,K562_MPT_1568,ENSG00000108100.13,CCNY,protein_coding,9,0.000397,K562,KARR-seq
chr1,22212524,22297321,K562_SE_19,chr6,3063658,3074128,K562_MPT_10772,ENSG00000137275.9,RIPK1,protein_coding,9,0.000397,K562,KARR-seq
chr6,13290126,13322181,K562_TE_18130,chr1,38466177,38483451,K562_MPT_399,ENSG00000183386.5,FHL3,protein_coding,9,0.000397,K562,KARR-seq
chr3,47996063,48004756,K562_TE_14672,chr6,49599552,49609552,K562_MPT_11128,ENSG00000112077.11,RHAG,protein_coding,9,0.000397,K562,KARR-seq
chr9,96344229,96363089,K562_TE_22152,chr1,223895034,223905034,K562_MPT_1299,ENSG00000162909.13,CAPN2,protein_coding,9,0.000397,K562,KARR-seq
chr5,61770439,61770801,K562_TE_17081,chr3,130564439,130574613,K562_MPT_9335,ENSG00000017260.15,ATP2C1,protein_coding,9,0.000397,K562,KARR-seq
chr6,111844966,111937208,K562_TE_18894,chr19,50163095,50190328,K562_MPT_6901,ENSG00000126453.5,BCL2L12,protein_coding,9,0.000397,K562,KARR-seq
chr2,145188334,145270092,K562_SE_382,chr6,42011424,42023662,K562_MPT_11084,ENSG00000112576.8,CCND3,protein_coding,9,0.000397,K562,KARR-seq
chr14,50813820,50815443,K562_TE_6509,chr19,55786058,55800789,K562_MPT_7004,ENSG00000133265.6,HSPBP1,protein_coding,9,0.000397,K562,KARR-seq
chr5,130942330,130976532,K562_TE_17529,chr6,43192191,43202222,K562_MPT_11101,ENSG00000112667.8,DNPH1,protein_coding,9,0.000397,K562,KARR-seq
chr3,47175438,47198094,K562_TE_14654,chr12,110713561,110724486,K562_MPT_3252,ENSG00000174437.12,ATP2A2,protein_coding,9,0.000397,K562,KARR-seq
chr16,88938381,88973032,K562_TE_8642,chr15,43936023,43946321,K562_MPT_4232,ENSG00000224677.1,AC011330.6,pseudogene,9,0.000397,K562,KARR-seq
chr10,17697371,17731387,K562_TE_2593,chr16,88864621,88883352,K562_MPT_5143,ENSG00000167513.4,CDT1,protein_coding,9,0.000397,K562,KARR-seq
chr20,44711722,44713112,K562_TE_13272,chr16,89038401,89055440,K562_MPT_5146,ENSG00000129993.10,CBFA2T3,protein_coding,9,0.000397,K562,KARR-seq
chr9,100691379,100765772,K562_SE_721,chr9,6408323,6426031,K562_MPT_12735,ENSG00000147854.12,UHRF2,protein_coding,9,0.000397,K562,KARR-seq
chr1,226076875,226087620,K562_TE_2198,chr5,212333,223433,K562_MPT_10141,ENSG00000073578.12,SDHA,protein_coding,9,0.000397,K562,KARR-seq
chr2,62428385,62436410,K562_TE_11516,chr6,44089651,44107770,K562_MPT_11115,ENSG00000180992.5,MRPL14,protein_coding,9,0.000397,K562,KARR-seq
chr22,23528183,23591207,K562_SE_441,chr7,99001264,99013680,K562_MPT_11899,ENSG00000106244.8,PDAP1,protein_coding,9,0.000397,K562,KARR-seq
chr6,20409590,20477001,K562_SE_576,chr5,56464775,56476773,K562_MPT_10272,ENSG00000062194.11,GPBP1,protein_coding,9,0.000397,K562,KARR-seq
chr20,56975923,57009005,K562_TE_13390,chr1,184938682,184948682,K562_MPT_1147,ENSG00000135842.12,FAM129A,protein_coding,9,0.000397,K562,KARR-seq
chr11,85802540,85930107,K562_SE_187,chr10,81959247,81972965,K562_MPT_1744,ENSG00000122359.13,ANXA11,protein_coding,9,0.000397,K562,KARR-seq
chr3,138392645,138415675,K562_TE_15211,chr17,46980731,46992710,K562_MPT_5641,ENSG00000159202.13,UBE2Z,protein_coding,9,0.000397,K562,KARR-seq
chr1,51997530,52049537,K562_TE_763,chr16,85199882,85209882,K562_MPT_5115,ENSG00000262601.1,CTC-786C10.1,protein_coding,9,0.000397,K562,KARR-seq
chr7,55602425,55629996,K562_TE_19860,chr20,34352789,34364948,K562_MPT_8164,ENSG00000222152.1,RNU6-1166P,snRNA,9,0.000397,K562,KARR-seq
chr10,22881071,22995526,K562_SE_125,chr11,899923,920058,K562_MPT_1978,ENSG00000177830.13,CHID1,protein_coding,9,0.000397,K562,KARR-seq
chr6,119572494,119605680,K562_TE_18951,chr3,178964403,178989790,K562_MPT_9487,ENSG00000240429.1,LRRFIP1P1,pseudogene,9,0.000397,K562,KARR-seq
chr22,29738779,29739075,K562_TE_13948,chr12,93766484,93777430,K562_MPT_3161,ENSG00000173598.9,NUDT4,protein_coding,9,0.000397,K562,KARR-seq
chr14,103464920,103489501,K562_TE_6948,chr8,144618623,144645728,K562_MPT_12672,ENSG00000249352.3,7SK,lncRNA,9,0.000397,K562,KARR-seq
chr13,99693720,99733652,K562_TE_6231,chr1,211426719,211438317,K562_MPT_1249,ENSG00000117625.9,RCOR3,protein_coding,9,0.000397,K562,KARR-seq
chr7,32540416,32556043,K562_TE_19686,chr19,44280409,44290409,K562_MPT_6769,ENSG00000104783.7,KCNN4,protein_coding,9,0.000397,K562,KARR-seq
chr19,13936208,13973162,K562_SE_335,chr5,149104861,149117388,K562_MPT_10590,ENSG00000199047.1,MIR378A,miRNA,9,0.000397,K562,KARR-seq
chr19,45600681,45641649,K562_TE_10728,chr8,124079920,124092160,K562_MPT_12591,ENSG00000156787.12,TBC1D31,protein_coding,9,0.000397,K562,KARR-seq
chr1,54817343,54863669,K562_SE_43,chr19,3977570,3990467,K562_MPT_6257,ENSG00000212377.1,SNORD37,snoRNA,9,0.000397,K562,KARR-seq
chr18,3579714,3675890,K562_SE_325,chr19,40966652,40978126,K562_MPT_6721,ENSG00000160460.11,SPTBN4,protein_coding,9,0.000397,K562,KARR-seq
chr14,97268546,97275789,K562_TE_6877,chr4,113061553,113071553,K562_MPT_9963,ENSG00000174749.5,C4orf32,protein_coding,9,0.000397,K562,KARR-seq
chr19,15387467,15415672,K562_TE_10441,chr4,6779369,6789467,K562_MPT_9684,ENSG00000170871.7,KIAA0232,protein_coding,9,0.000397,K562,KARR-seq
chrX,109251421,109251970,K562_TE_23109,chr18,77705817,77716664,K562_MPT_6147,ENSG00000122490.14,PQLC1,protein_coding,9,0.000397,K562,KARR-seq
chr7,98684854,98731718,K562_TE_20136,chr19,42358988,42369839,K562_MPT_6748,ENSG00000105372.2,RPS19,protein_coding,9,0.000397,K562,KARR-seq
chr17,63118413,63127718,K562_TE_9462,chr6,44179676,44199876,K562_MPT_11116,ENSG00000262179.2,RP1-302G2.5,lncRNA,9,0.000397,K562,KARR-seq
chr8,106466498,106480686,K562_TE_21462,chr8,110337163,110351614,K562_MPT_12574,ENSG00000120533.8,ENY2,protein_coding,9,0.000397,K562,KARR-seq
chr3,6548808,6584670,K562_TE_14302,chr1,173986435,173996647,K562_MPT_1096,ENSG00000135870.7,RC3H1,protein_coding,2,0.000397,K562,KARR-seq
chr8,91291355,91300171,K562_TE_21289,chr6,38665917,38675917,K562_MPT_11063,ENSG00000124767.6,GLO1,protein_coding,9,0.000399,K562,KARR-seq
chr6,147171445,147272129,K562_SE_624,chr5,65215963,65227601,K562_MPT_10285,ENSG00000269961.1,CTD-2033C11.1,lncRNA,2,0.000419,K562,KARR-seq
chr2,112101213,112291868,K562_SE_378,chr19,30428158,30438425,K562_MPT_6593,ENSG00000105176.13,URI1,protein_coding,2,0.000422,K562,KARR-seq
chr17,57905311,57931090,K562_SE_315,chr9,123625900,123644606,K562_MPT_13064,ENSG00000119403.9,PHF19,protein_coding,9,0.000432,K562,KARR-seq
chr6,147171445,147272129,K562_SE_624,chr9,37795499,37805790,K562_MPT_12823,ENSG00000122741.11,DCAF10,protein_coding,9,0.000434,K562,KARR-seq
chr11,65167965,65217131,K562_SE_178,chr17,40699952,40724092,K562_MPT_5534,ENSG00000108788.7,MLX,protein_coding,10,0.000435,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr3,195610455,195628654,K562_MPT_9581,ENSG00000061938.12,TNK2,protein_coding,21,0.000443,K562,KARR-seq
chr11,65167965,65217131,K562_SE_178,chrX,7890484,7900780,K562_MPT_13276,ENSG00000006757.7,PNPLA4,protein_coding,12,0.000443,K562,KARR-seq
chr11,65167965,65217131,K562_SE_178,chr22,20051685,20078581,K562_MPT_8554,ENSG00000221366.1,MIR1306,miRNA,23,0.000475,K562,KARR-seq
chr11,65167965,65217131,K562_SE_178,chr17,8016807,8032410,K562_MPT_5260,ENSG00000179148.5,ALOXE3,protein_coding,10,0.000477,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr22,36872387,36883077,K562_MPT_8707,ENSG00000100348.5,TXN2,protein_coding,20,0.000478,K562,KARR-seq
chr5,135415815,135424581,K562_TE_17596,chr7,99053152,99075535,K562_MPT_11901,ENSG00000106246.13,PTCD1,protein_coding,9,0.000479,K562,KARR-seq
chr14,103092326,103134232,K562_TE_6939,chr8,146000667,146033273,K562_MPT_12702,ENSG00000161016.11,RPL8,protein_coding,9,0.000479,K562,KARR-seq
chr1,61569740,61673375,K562_SE_45,chrX,123089062,123102020,K562_MPT_13613,ENSG00000232412.1,RP1-315G1.3,lncRNA,9,0.000479,K562,KARR-seq
chr2,145188334,145270092,K562_SE_382,chr5,36871861,36890308,K562_MPT_10217,ENSG00000164190.12,NIPBL,protein_coding,10,0.000502,K562,KARR-seq
chrX,11290563,11437956,K562_SE_739,chr7,120711632,120728867,K562_MPT_12018,ENSG00000106034.13,CPED1,protein_coding,12,0.000503,K562,KARR-seq
chr2,10451246,10550475,K562_SE_354,chr16,1999727,2052655,K562_MPT_4626,ENSG00000269205.1,AC005606.1,protein_coding,9,0.000505,K562,KARR-seq
chr19,28942803,29111036,K562_SE_341,chr11,82863030,82873201,K562_MPT_2501,ENSG00000165494.6,PCF11,protein_coding,10,0.000507,K562,KARR-seq
chr9,136112608,136160631,K562_SE_735,chrX,151138143,151148151,K562_MPT_13682,ENSG00000102287.12,GABRE,protein_coding,22,0.000508,K562,RIC-seq
chr11,65235059,65278329,K562_SE_179,chr17,28609932,28624060,K562_MPT_5407,ENSG00000108578.10,BLMH,protein_coding,16,0.000508,K562,KARR-seq
chr6,68585750,68609380,K562_SE_605,chr17,41271132,41282661,K562_MPT_5549,ENSG00000012048.15,BRCA1,protein_coding,14,0.000508,K562,KARR-seq
chr12,116553715,116655574,K562_TE_5637,chr17,38511907,38529204,K562_MPT_5504,ENSG00000266208.1,CTD-2267D19.3,protein_coding,9,0.000511,K562,KARR-seq
chr18,75695246,75705676,K562_TE_10150,chr22,41204962,41220386,K562_MPT_8770,ENSG00000266594.1,MIR4766,miRNA,9,0.000511,K562,KARR-seq
chr17,80218168,80281360,K562_SE_321,chr8,126958394,126968493,K562_MPT_12613,ENSG00000245164.2,LINC00861,lncRNA,9,0.000511,K562,KARR-seq
chr5,10261576,10331898,K562_SE_527,chr1,155934520,155953890,K562_MPT_960,ENSG00000273002.1,RP11-336K24.12,lncRNA,9,0.000515,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr7,2680166,2700726,K562_MPT_11519,ENSG00000136295.10,TTYH3,protein_coding,14,0.000518,K562,KARR-seq
chr19,28942803,29111036,K562_SE_341,chr14,75889393,75903837,K562_MPT_3948,ENSG00000140044.8,JDP2,protein_coding,9,0.000518,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr7,99031270,99046119,K562_MPT_11900,ENSG00000214314.1,AC073063.1,protein_coding,17,0.000519,K562,KARR-seq
chr11,12147047,12244318,K562_SE_164,chr1,11858302,11871977,K562_MPT_126,ENSG00000177000.6,MTHFR,protein_coding,9,0.00052,K562,KARR-seq
chr2,65568551,65649332,K562_SE_368,chr22,19837339,19847462,K562_MPT_8548,ENSG00000215012.4,C22orf29,protein_coding,9,0.00053,K562,KARR-seq
chr7,135711069,135800125,K562_TE_20533,chr1,150516884,150544336,K562_MPT_882,ENSG00000143382.9,ADAMTSL4,protein_coding,9,0.00053,K562,KARR-seq
chr10,35630893,35721029,K562_SE_130,chr14,24546137,24574358,K562_MPT_3726,ENSG00000100889.7,PCK2,protein_coding,9,0.000533,K562,KARR-seq
chr13,99693720,99733652,K562_TE_6231,chr17,40415605,40433725,K562_MPT_5527,ENSG00000236194.2,AC003104.1,lncRNA,9,0.000533,K562,KARR-seq
chrX,153945777,153970715,K562_TE_23398,chr4,79684653,79702532,K562_MPT_9865,ENSG00000260278.1,RP11-109G23.3,lncRNA,9,0.000542,K562,KARR-seq
chr22,22170419,22216528,K562_SE_440,chr4,109536551,109546812,K562_MPT_9950,ENSG00000109475.12,RPL34,protein_coding,9,0.000542,K562,KARR-seq
chr5,10261576,10331898,K562_SE_527,chr6,27853570,27870344,K562_MPT_10914,ENSG00000233224.1,HIST1H2AM,protein_coding,9,0.000542,K562,KARR-seq
chr16,23853484,23934208,K562_SE_269,chr4,140000344,140010650,K562_MPT_10014,ENSG00000109381.15,ELF2,protein_coding,9,0.000546,K562,KARR-seq
chr10,52069110,52199776,K562_SE_135,chr6,27853570,27870344,K562_MPT_10914,ENSG00000233224.1,HIST1H2AM,protein_coding,10,0.000551,K562,KARR-seq
chr16,89381699,89456073,K562_TE_8652,chr6,30699191,30717331,K562_MPT_10959,ENSG00000272273.1,XXbac-BPG252P9.10,lncRNA,9,0.000551,K562,KARR-seq
chr7,135595500,135679681,K562_SE_667,chr20,47889578,47902220,K562_MPT_8258,ENSG00000212304.1,SNORD12,snoRNA,9,0.000556,K562,KARR-seq
chr1,40493565,40543607,K562_SE_36,chr1,173827386,173843094,K562_MPT_1095,ENSG00000270084.1,GAS5-AS1,lncRNA,9,0.000563,K562,KARR-seq
chr17,40392872,40475968,K562_SE_305,chr22,19924130,19944026,K562_MPT_8550,ENSG00000184470.15,TXNRD2,protein_coding,10,0.000564,K562,KARR-seq
chr6,68585750,68609380,K562_SE_605,chr8,145008758,145037967,K562_MPT_12683,ENSG00000178209.10,PLEC,protein_coding,13,0.000605,K562,KARR-seq
chr16,23853484,23934208,K562_SE_269,chr1,24962722,24980417,K562_MPT_236,ENSG00000133226.12,SRRM1,protein_coding,10,0.000634,K562,KARR-seq
chr10,72497904,72519931,K562_SE_140,chr19,15437717,15448356,K562_MPT_6464,ENSG00000141867.13,BRD4,protein_coding,9,0.000635,K562,KARR-seq
chrX,11290563,11437956,K562_SE_739,chr19,58811715,58825396,K562_MPT_7059,ENSG00000142396.6,ERVK3-1,lncRNA,9,0.000647,K562,KARR-seq
chr11,78057964,78112641,K562_TE_4288,chr22,31359187,31374398,K562_MPT_8671,ENSG00000133422.8,MORC2,protein_coding,9,0.000651,K562,KARR-seq
