gene_chr	gene_chr_start	gene_chr_end	ENSG	gene_id	gene_type	strand	promoter_chr	promoter_chr_start	promoter_chr_end	promoter_id	enhancer_chr	enhancer_chr_start	enhancer_chr_end	enhancer_id	reads_count	P-value	cell_line	methods
chr5	180681417	180688119	ENSG00000183718.4	TRIM52	protein_coding	-	chr5	180660195	180695635	K562_MPT_10749	chr6	155589358	155595485	K562_TE_19221	16	7.47e-6	K562	KARR-seq
chr5	180682720	180684578	ENSG00000268397.1	AC008443.1	protein_coding	+	chr5	180660195	180695635	K562_MPT_10749	chr6	155589358	155595485	K562_TE_19221	16	7.47e-6	K562	KARR-seq
chr5	180668814	180668892	ENSG00000272296.1	SNORD96A	snoRNA	-	chr5	180660195	180695635	K562_MPT_10749	chr6	155589358	155595485	K562_TE_19221	16	7.47e-6	K562	KARR-seq
chr5	180688213	180699308	ENSG00000248275.1	TRIM52-AS1	lncRNA	+	chr5	180660195	180695635	K562_MPT_10749	chr6	155589358	155595485	K562_TE_19221	16	7.47e-6	K562	KARR-seq
chr5	180663909	180675096	ENSG00000204628.7	GNB2L1	protein_coding	-	chr5	180660195	180695635	K562_MPT_10749	chr6	155589358	155595485	K562_TE_19221	16	7.47e-6	K562	KARR-seq
chr5	180670312	180670379	ENSG00000264549.1	SNORD95	snoRNA	-	chr5	180660195	180695635	K562_MPT_10749	chr6	155589358	155595485	K562_TE_19221	16	7.47e-6	K562	KARR-seq
chr2	88991162	89050452	ENSG00000153574.8	RPIA	protein_coding	+	chr2	88986162	88996162	K562_MPT_7456	chr7	127422022	127463787	K562_TE_20416	16	7.47e-6	K562	KARR-seq
chr17	73437240	73496171	ENSG00000177728.10	KIAA0195	protein_coding	+	chr17	73447545	73460788	K562_MPT_5823	chr9	139619943	139624993	K562_TE_22624	16	7.47e-6	K562	KARR-seq
chr1	179809102	179846938	ENSG00000169905.8	TOR1AIP2	protein_coding	-	chr1	179841934	179857024	K562_MPT_1119	chr22	20810345	20834367	K562_TE_13809	16	7.47e-6	K562	KARR-seq
chr1	179851177	179894135	ENSG00000143337.14	TOR1AIP1	protein_coding	+	chr1	179841934	179857024	K562_MPT_1119	chr22	20810345	20834367	K562_TE_13809	16	7.47e-6	K562	KARR-seq
chr1	179850742	179851730	ENSG00000272906.1	RP11-533E19.7	lncRNA	-	chr1	179841934	179857024	K562_MPT_1119	chr22	20810345	20834367	K562_TE_13809	16	7.47e-6	K562	KARR-seq
chr20	35405845	35492089	ENSG00000149639.10	SOGA1	protein_coding	-	chr20	35483276	35497089	K562_MPT_8178	chr16	23853484	23934208	K562_SE_269	16	1.34e-5	K562	KARR-seq
chr7	26240782	26252976	ENSG00000122565.14	CBX3	protein_coding	+	chr7	26235366	26250988	K562_MPT_11622	chr6	15253980	15391637	K562_SE_569	16	1.21e-5	K562	KARR-seq
chr7	26229547	26241149	ENSG00000122566.16	HNRNPA2B1	protein_coding	-	chr7	26235366	26250988	K562_MPT_11622	chr6	15253980	15391637	K562_SE_569	16	1.21e-5	K562	KARR-seq
chr17	43100708	43138473	ENSG00000172992.7	DCAKD	protein_coding	-	chr17	43123978	43144047	K562_MPT_5584	chr11	65235059	65278329	K562_SE_179	16	1.08e-2	K562	KARR-seq
chr17	43128978	43186384	ENSG00000136448.7	NMT1	protein_coding	+	chr17	43123978	43144047	K562_MPT_5584	chr11	65235059	65278329	K562_SE_179	16	1.08e-2	K562	KARR-seq
chr19	2732202	2740150	ENSG00000141873.6	SLC39A3	protein_coding	-	chr19	2734473	2745150	K562_MPT_6228	chr5	175596818	175653145	K562_TE_17905	16	7.47e-6	K562	KARR-seq
chr19	2717767	2740046	ENSG00000267001.1	AC006538.4	protein_coding	-	chr19	2734473	2745150	K562_MPT_6228	chr5	175596818	175653145	K562_TE_17905	16	7.47e-6	K562	KARR-seq
chr17	79858621	79860781	ENSG00000183979.7	NPB	protein_coding	+	chr17	79843666	79905288	K562_MPT_5916	chr6	108543576	108562757	K562_TE_18845	16	7.47e-6	K562	KARR-seq
chr17	79869815	79879199	ENSG00000187531.9	SIRT7	protein_coding	-	chr17	79843666	79905288	K562_MPT_5916	chr6	108543576	108562757	K562_TE_18845	16	7.47e-6	K562	KARR-seq
chr17	79858841	79869340	ENSG00000185813.6	PCYT2	protein_coding	-	chr17	79843666	79905288	K562_MPT_5916	chr6	108543576	108562757	K562_TE_18845	16	7.47e-6	K562	KARR-seq
chr17	79845713	79849462	ENSG00000183684.6	ALYREF	protein_coding	-	chr17	79843666	79905288	K562_MPT_5916	chr6	108543576	108562757	K562_TE_18845	16	7.47e-6	K562	KARR-seq
chr17	79876146	79885590	ENSG00000197063.6	MAFG	protein_coding	-	chr17	79843666	79905288	K562_MPT_5916	chr6	108543576	108562757	K562_TE_18845	16	7.47e-6	K562	KARR-seq
chr17	79880775	79882387	ENSG00000264769.1	RP11-498C9.12	lncRNA	+	chr17	79843666	79905288	K562_MPT_5916	chr6	108543576	108562757	K562_TE_18845	16	7.47e-6	K562	KARR-seq
chr17	79897521	79905109	ENSG00000185105.4	MYADML2	protein_coding	-	chr17	79843666	79905288	K562_MPT_5916	chr6	108543576	108562757	K562_TE_18845	16	7.47e-6	K562	KARR-seq
chr17	79890260	79900288	ENSG00000183010.12	PYCR1	protein_coding	-	chr17	79843666	79905288	K562_MPT_5916	chr6	108543576	108562757	K562_TE_18845	16	7.47e-6	K562	KARR-seq
chr17	79885705	79888629	ENSG00000265688.1	MAFG-AS1	lncRNA	+	chr17	79843666	79905288	K562_MPT_5916	chr6	108543576	108562757	K562_TE_18845	16	7.47e-6	K562	KARR-seq
chr17	79848666	79858867	ENSG00000141552.13	ANAPC11	protein_coding	+	chr17	79843666	79905288	K562_MPT_5916	chr6	108543576	108562757	K562_TE_18845	16	7.47e-6	K562	KARR-seq
chr17	79890274	79890934	ENSG00000263585.1	RP11-498C9.13	lncRNA	+	chr17	79843666	79905288	K562_MPT_5916	chr6	108543576	108562757	K562_TE_18845	16	7.47e-6	K562	KARR-seq
chr17	79899745	79905477	ENSG00000235296.1	AC137723.5	lncRNA	+	chr17	79843666	79905288	K562_MPT_5916	chr6	108543576	108562757	K562_TE_18845	16	7.47e-6	K562	KARR-seq
chrX	48635380	48635486	ENSG00000207367.1	RNU6-29P	snRNA	-	chrX	48630385	48649981	K562_MPT_13400	chr6	68585750	68609380	K562_SE_605	16	1.51e-3	K562	KARR-seq
chrX	48644962	48652716	ENSG00000102145.9	GATA1	protein_coding	+	chrX	48630385	48649981	K562_MPT_13400	chr6	68585750	68609380	K562_SE_605	16	1.51e-3	K562	KARR-seq
chrX	48634408	48635385	ENSG00000233585.1	AC115617.2	pseudogene	-	chrX	48630385	48649981	K562_MPT_13400	chr6	68585750	68609380	K562_SE_605	16	1.51e-3	K562	KARR-seq
chr5	150400124	150408554	ENSG00000211445.7	GPX3	protein_coding	+	chr5	150395124	150411527	K562_MPT_10607	chr1	54676619	54697327	K562_TE_817	16	7.47e-6	K562	KARR-seq
chr6	44225903	44233500	ENSG00000146232.10	NFKBIE	protein_coding	-	chr6	44209824	44243480	K562_MPT_11117	chr11	65235059	65278329	K562_SE_179	16	7.79e-2	K562	KARR-seq
chr6	44238203	44275243	ENSG00000178233.13	TMEM151B	protein_coding	+	chr6	44209824	44243480	K562_MPT_11117	chr11	65235059	65278329	K562_SE_179	16	7.79e-2	K562	KARR-seq
chr6	44221943	44222022	ENSG00000265700.1	MIR4647	miRNA	-	chr6	44209824	44243480	K562_MPT_11117	chr11	65235059	65278329	K562_SE_179	16	7.79e-2	K562	KARR-seq
chr6	44221833	44225291	ENSG00000157593.12	SLC35B2	protein_coding	-	chr6	44209824	44243480	K562_MPT_11117	chr11	65235059	65278329	K562_SE_179	16	7.79e-2	K562	KARR-seq
chr6	44214824	44221620	ENSG00000096384.15	HSP90AB1	protein_coding	+	chr6	44209824	44243480	K562_MPT_11117	chr11	65235059	65278329	K562_SE_179	16	7.79e-2	K562	KARR-seq
chr19	40736224	40791443	ENSG00000105221.12	AKT2	protein_coding	-	chr19	40766174	40796443	K562_MPT_6715	chr1	113167276	113187862	K562_TE_1232	16	7.64e-6	K562	KARR-seq
chr19	40779396	40781386	ENSG00000205041.1	CTC-425O23.2	lncRNA	-	chr19	40766174	40796443	K562_MPT_6715	chr1	113167276	113187862	K562_TE_1232	16	7.64e-6	K562	KARR-seq
chr19	40788450	40788548	ENSG00000207631.1	MIR641	miRNA	-	chr19	40766174	40796443	K562_MPT_6715	chr1	113167276	113187862	K562_TE_1232	16	7.64e-6	K562	KARR-seq
chr9	100961311	101017915	ENSG00000095383.15	TBC1D2	protein_coding	-	chr9	101012862	101022915	K562_MPT_12988	chr4	40665	63940	K562_TE_15724	16	7.47e-6	K562	KARR-seq
chr1	235294949	235491534	ENSG00000054267.16	ARID4B	protein_coding	-	chr1	235485665	235497344	K562_MPT_1378	chr11	65235059	65278329	K562_SE_179	16	8.63e-3	K562	KARR-seq
chr1	235490665	235507847	ENSG00000152904.7	GGPS1	protein_coding	+	chr1	235485665	235497344	K562_MPT_1378	chr11	65235059	65278329	K562_SE_179	16	8.63e-3	K562	KARR-seq
chr11	74975226	75062873	ENSG00000137486.12	ARRB1	protein_coding	-	chr11	75057749	75067873	K562_MPT_2460	chr11	65167965	65217131	K562_SE_178	16	3.24e-5	K562	KARR-seq
chr17	28575218	28619074	ENSG00000108578.10	BLMH	protein_coding	-	chr17	28609932	28624060	K562_MPT_5407	chr11	65235059	65278329	K562_SE_179	16	5.08e-4	K562	KARR-seq
chr17	28615089	28615195	ENSG00000222679.1	RNU6-1267P	snRNA	-	chr17	28609932	28624060	K562_MPT_5407	chr11	65235059	65278329	K562_SE_179	16	5.08e-4	K562	KARR-seq
chr12	111807086	111841114	ENSG00000257595.2	RP3-473L9.4	lncRNA	+	chr12	111829639	111848752	K562_MPT_3265	chr11	65235059	65278329	K562_SE_179	16	5.17e-2	K562	KARR-seq
chr12	111843752	111889427	ENSG00000111252.6	SH2B3	protein_coding	+	chr12	111829639	111848752	K562_MPT_3265	chr11	65235059	65278329	K562_SE_179	16	5.17e-2	K562	KARR-seq
chr8	144371846	144380231	ENSG00000185730.3	ZNF696	protein_coding	+	chr8	144358019	144378592	K562_MPT_12667	chr11	65235059	65278329	K562_SE_179	16	1.85e-4	K562	KARR-seq
chr8	144362331	144363860	ENSG00000253716.1	RP13-582O9.5	lncRNA	-	chr8	144358019	144378592	K562_MPT_12667	chr11	65235059	65278329	K562_SE_179	16	1.85e-4	K562	KARR-seq
chr8	144372569	144372791	ENSG00000272172.1	RP13-582O9.7	lncRNA	-	chr8	144358019	144378592	K562_MPT_12667	chr11	65235059	65278329	K562_SE_179	16	1.85e-4	K562	KARR-seq
chr1	245014468	245027844	ENSG00000153187.12	HNRNPU	protein_coding	-	chr1	245021396	245033040	K562_MPT_1406	chr18	756567	807069	K562_TE_9733	16	1.08e-5	K562	KARR-seq
chr1	245028040	245028574	ENSG00000273175.1	RP11-11N7.4	lncRNA	+	chr1	245021396	245033040	K562_MPT_1406	chr18	756567	807069	K562_TE_9733	16	1.08e-5	K562	KARR-seq
chr9	15464064	15511017	ENSG00000164985.10	PSIP1	protein_coding	-	chr9	15505287	15516017	K562_MPT_12749	chr11	65235059	65278329	K562_SE_179	16	1.46e-4	K562	KARR-seq
chr16	88941266	89043612	ENSG00000129993.10	CBFA2T3	protein_coding	-	chr16	89038401	89055440	K562_MPT_5146	chr11	65167965	65217131	K562_SE_178	16	1.37e-2	K562	KARR-seq
chr16	89050440	89061777	ENSG00000259989.1	CTD-2555A7.1	lncRNA	+	chr16	89038401	89055440	K562_MPT_5146	chr11	65167965	65217131	K562_SE_178	16	1.37e-2	K562	KARR-seq
chr9	67789674	67789866	ENSG00000233172.2	RP11-12A20.6	pseudogene	+	chr9	67781277	67799111	K562_MPT_12859	chr9	44875058	44880467	K562_TE_21948	16	1.04e-5	K562	KARR-seq
chr9	67785634	67786684	ENSG00000170217.6	RP11-12A20.2	pseudogene	+	chr9	67781277	67799111	K562_MPT_12859	chr9	44875058	44880467	K562_TE_21948	16	1.04e-5	K562	KARR-seq
chr9	67792167	67794649	ENSG00000236233.3	RP11-12A20.7	pseudogene	+	chr9	67781277	67799111	K562_MPT_12859	chr9	44875058	44880467	K562_TE_21948	16	1.04e-5	K562	KARR-seq
chr9	67792938	67794111	ENSG00000170215.4	FAM27B	protein_coding	-	chr9	67781277	67799111	K562_MPT_12859	chr9	44875058	44880467	K562_TE_21948	16	1.04e-5	K562	KARR-seq
chr9	67789326	67789530	ENSG00000229198.2	RP11-12A20.4	pseudogene	-	chr9	67781277	67799111	K562_MPT_12859	chr9	44875058	44880467	K562_TE_21948	16	1.04e-5	K562	KARR-seq
chr9	67784944	67786624	ENSG00000232833.4	FAM27E3	protein_coding	-	chr9	67781277	67799111	K562_MPT_12859	chr9	44875058	44880467	K562_TE_21948	16	1.04e-5	K562	KARR-seq
chr17	40422535	40424701	ENSG00000236194.2	AC003104.1	lncRNA	-	chr17	40415605	40433725	K562_MPT_5527	chr6	68585750	68609380	K562_SE_605	16	2.85e-2	K562	KARR-seq
chr17	40420605	40421825	ENSG00000267758.1	RP11-358B23.5	lncRNA	+	chr17	40415605	40433725	K562_MPT_5527	chr6	68585750	68609380	K562_SE_605	16	2.85e-2	K562	KARR-seq
chr17	40351186	40428725	ENSG00000173757.5	STAT5B	protein_coding	-	chr17	40415605	40433725	K562_MPT_5527	chr6	68585750	68609380	K562_SE_605	16	2.85e-2	K562	KARR-seq
chr22	20850200	20941919	ENSG00000099917.13	MED15	protein_coding	+	chr22	20872930	20883562	K562_MPT_8567	chr3	138392645	138415675	K562_TE_15211	16	7.47e-6	K562	KARR-seq
chr22	20876357	20878157	ENSG00000236003.1	AC007050.17	lncRNA	-	chr22	20872930	20883562	K562_MPT_8567	chr3	138392645	138415675	K562_TE_15211	16	7.47e-6	K562	KARR-seq
chr17	2592680	2615957	ENSG00000132361.12	CLUH	protein_coding	-	chr17	2609492	2620957	K562_MPT_5198	chr15	67006252	67016965	K562_TE_7452	16	7.47e-6	K562	KARR-seq
chr17	2615603	2616127	ENSG00000262050.1	RP11-74E22.3	lncRNA	+	chr17	2609492	2620957	K562_MPT_5198	chr15	67006252	67016965	K562_TE_7452	16	7.47e-6	K562	KARR-seq
chr21	11169720	11184046	ENSG00000271308.1	AP003900.6	lncRNA	+	chr21	11164720	11174788	K562_MPT_8371	chr22	17517756	17518854	K562_TE_13760	16	7.47e-6	K562	KARR-seq
chr5	87564712	87732502	ENSG00000247828.3	TMEM161B-AS1	lncRNA	+	chr5	87559639	87575193	K562_MPT_10373	chr11	65235059	65278329	K562_SE_179	16	1.42e-3	K562	KARR-seq
chr5	87485450	87565293	ENSG00000164180.9	TMEM161B	protein_coding	-	chr5	87559639	87575193	K562_MPT_10373	chr11	65235059	65278329	K562_SE_179	16	1.42e-3	K562	KARR-seq
chr5	87570075	87570193	ENSG00000207129.1	RNA5SP187	rRNA	-	chr5	87559639	87575193	K562_MPT_10373	chr11	65235059	65278329	K562_SE_179	16	1.42e-3	K562	KARR-seq
chr9	32972604	33025166	ENSG00000137074.14	APTX	protein_coding	-	chr9	32992329	33006639	K562_MPT_12769	chr11	65235059	65278329	K562_SE_179	16	1.12e-2	K562	KARR-seq
chr1	27730730	27816669	ENSG00000158195.6	WASF2	protein_coding	-	chr1	27811562	27821669	K562_MPT_284	chr10	75715341	75838968	K562_SE_145	16	7.58e-6	K562	KARR-seq
chr7	150782918	150841523	ENSG00000133612.14	AGAP3	protein_coding	+	chr7	150768617	150789154	K562_MPT_12169	chr11	65235059	65278329	K562_SE_179	16	1.79e-2	K562	KARR-seq
chr7	150778167	150780633	ENSG00000164897.8	TMUB1	protein_coding	-	chr7	150768617	150789154	K562_MPT_12169	chr11	65235059	65278329	K562_SE_179	16	1.79e-2	K562	KARR-seq
chr7	150771829	150773617	ENSG00000244151.1	RP11-148K1.12	lncRNA	-	chr7	150768617	150789154	K562_MPT_12169	chr11	65235059	65278329	K562_SE_179	16	1.79e-2	K562	KARR-seq
chr7	150773711	150777953	ENSG00000164896.15	FASTK	protein_coding	-	chr7	150768617	150789154	K562_MPT_12169	chr11	65235059	65278329	K562_SE_179	16	1.79e-2	K562	KARR-seq
chr2	178120673	178120738	ENSG00000265396.1	MIR3128	miRNA	-	chr2	178115738	178134859	K562_MPT_7747	chr11	65235059	65278329	K562_SE_179	16	6.71e-2	K562	KARR-seq
chr2	178092323	178257425	ENSG00000116044.11	NFE2L2	protein_coding	-	chr2	178115738	178134859	K562_MPT_7747	chr11	65235059	65278329	K562_SE_179	16	6.71e-2	K562	KARR-seq
chr2	178129087	178130243	ENSG00000222043.2	AC079305.10	lncRNA	+	chr2	178115738	178134859	K562_MPT_7747	chr11	65235059	65278329	K562_SE_179	16	6.71e-2	K562	KARR-seq
chr1	52190447	52190568	ENSG00000212624.1	SNORA26	snoRNA	-	chr1	52185568	52200706	K562_MPT_512	chr11	65235059	65278329	K562_SE_179	16	1.77e-2	K562	KARR-seq
chr1	52042851	52254889	ENSG00000117859.14	OSBPL9	protein_coding	+	chr1	52185568	52200706	K562_MPT_512	chr11	65235059	65278329	K562_SE_179	16	1.77e-2	K562	KARR-seq
chr19	54382444	54410906	ENSG00000126583.6	PRKCG	protein_coding	+	chr19	54363017	54391913	K562_MPT_6985	chr22	21276422	21308592	K562_TE_13818	16	7.47e-6	K562	KARR-seq
chr19	54377880	54379303	ENSG00000232220.2	AC008440.5	lncRNA	-	chr19	54363017	54391913	K562_MPT_6985	chr22	21276422	21308592	K562_TE_13818	16	7.47e-6	K562	KARR-seq
chr19	54369477	54379691	ENSG00000179820.11	MYADM	protein_coding	+	chr19	54363017	54391913	K562_MPT_6985	chr22	21276422	21308592	K562_TE_13818	16	7.47e-6	K562	KARR-seq
chr19	54368017	54369394	ENSG00000232324.1	AC008440.10	lncRNA	+	chr19	54363017	54391913	K562_MPT_6985	chr22	21276422	21308592	K562_TE_13818	16	7.47e-6	K562	KARR-seq
chr19	54357835	54372361	ENSG00000228323.2	AC008753.6	lncRNA	-	chr19	54363017	54391913	K562_MPT_6985	chr22	21276422	21308592	K562_TE_13818	16	7.47e-6	K562	KARR-seq
chr19	11200038	11244492	ENSG00000130164.7	LDLR	protein_coding	+	chr19	11195038	11206275	K562_MPT_6378	chr3	14479781	14500264	K562_TE_14386	16	1.06e-5	K562	KARR-seq
chr5	158636929	158675804	ENSG00000253256.1	CTB-11I22.1	lncRNA	+	chr5	158629642	158642061	K562_MPT_10636	chr11	65235059	65278329	K562_SE_179	16	1.58e-3	K562	KARR-seq
chr5	158584417	158637061	ENSG00000145860.7	RNF145	protein_coding	-	chr5	158629642	158642061	K562_MPT_10636	chr11	65235059	65278329	K562_SE_179	16	1.58e-3	K562	KARR-seq
chr12	122150658	122220907	ENSG00000188735.8	TMEM120B	protein_coding	+	chr12	122176529	122186529	K562_MPT_3339	chr12	116553715	116655574	K562_TE_5637	16	7.64e-6	K562	KARR-seq
chr2	113299492	113334635	ENSG00000125630.11	POLR1B	protein_coding	+	chr2	113294492	113305042	K562_MPT_7561	chr10	49662314	49726855	K562_SE_133	16	7.47e-6	K562	KARR-seq
chr1	173446405	173457946	ENSG00000117592.8	PRDX6	protein_coding	+	chr1	173441405	173451405	K562_MPT_1090	chr11	65235059	65278329	K562_SE_179	16	3.11e-2	K562	KARR-seq
chr7	150076943	150080973	ENSG00000239377.1	RP4-584D14.6	lncRNA	-	chr7	150060278	150085973	K562_MPT_12161	chr11	65235059	65278329	K562_SE_179	16	7.41e-2	K562	KARR-seq
chr7	150065879	150109558	ENSG00000196456.4	ZNF775	protein_coding	+	chr7	150060278	150085973	K562_MPT_12161	chr11	65235059	65278329	K562_SE_179	16	7.41e-2	K562	KARR-seq
chr7	150060866	150069679	ENSG00000240449.1	RP4-584D14.5	lncRNA	-	chr7	150060278	150085973	K562_MPT_12161	chr11	65235059	65278329	K562_SE_179	16	7.41e-2	K562	KARR-seq
chr7	150065278	150071133	ENSG00000214022.7	REPIN1	protein_coding	+	chr7	150060278	150085973	K562_MPT_12161	chr11	65235059	65278329	K562_SE_179	16	7.41e-2	K562	KARR-seq
chr6	33218049	33239824	ENSG00000223501.4	VPS52	protein_coding	-	chr6	33234653	33249917	K562_MPT_10999	chr11	75024400	75056118	K562_TE_4233	16	7.64e-6	K562	KARR-seq
chr6	33244917	33252609	ENSG00000235863.2	B3GALT4	protein_coding	+	chr6	33234653	33249917	K562_MPT_10999	chr11	75024400	75056118	K562_TE_4233	16	7.64e-6	K562	KARR-seq
chr6	33239787	33244287	ENSG00000231500.2	RPS18	protein_coding	+	chr6	33234653	33249917	K562_MPT_10999	chr11	75024400	75056118	K562_TE_4233	16	7.64e-6	K562	KARR-seq
chr1	247460714	247495148	ENSG00000162714.8	ZNF496	protein_coding	-	chr1	247487547	247500045	K562_MPT_1425	chr6	68585750	68609380	K562_SE_605	16	3.97e-4	K562	KARR-seq
chr1	117057157	117113661	ENSG00000116815.11	CD58	protein_coding	-	chr1	117108648	117118661	K562_MPT_771	chr8	130546590	130605033	K562_SE_702	15	7.47e-6	K562	KARR-seq
chr19	56146825	56156988	ENSG00000171425.5	ZNF581	protein_coding	+	chr19	56141382	56171431	K562_MPT_7018	chr6	68585750	68609380	K562_SE_605	15	8.63e-3	K562	KARR-seq
chr19	56152428	56164527	ENSG00000173581.3	CCDC106	protein_coding	+	chr19	56141382	56171431	K562_MPT_7018	chr6	68585750	68609380	K562_SE_605	15	8.63e-3	K562	KARR-seq
chr19	56165512	56186081	ENSG00000063244.8	U2AF2	protein_coding	+	chr19	56141382	56171431	K562_MPT_7018	chr6	68585750	68609380	K562_SE_605	15	8.63e-3	K562	KARR-seq
chr19	56146382	56154835	ENSG00000213015.4	ZNF580	protein_coding	+	chr19	56141382	56171431	K562_MPT_7018	chr6	68585750	68609380	K562_SE_605	15	8.63e-3	K562	KARR-seq
chr1	113243728	113250056	ENSG00000155366.12	RHOC	protein_coding	-	chr1	113234243	113268199	K562_MPT_748	chr11	65235059	65278329	K562_SE_179	15	1.08e-2	K562	KARR-seq
chr1	113258294	113260418	ENSG00000261595.1	RP11-426L16.9	lncRNA	+	chr1	113234243	113268199	K562_MPT_748	chr11	65235059	65278329	K562_SE_179	15	1.08e-2	K562	KARR-seq
chr1	113263041	113269857	ENSG00000184599.9	FAM19A3	protein_coding	+	chr1	113234243	113268199	K562_MPT_748	chr11	65235059	65278329	K562_SE_179	15	1.08e-2	K562	KARR-seq
chr1	113245236	113254055	ENSG00000271810.1	RP11-426L16.10	protein_coding	-	chr1	113234243	113268199	K562_MPT_748	chr11	65235059	65278329	K562_SE_179	15	1.08e-2	K562	KARR-seq
chr1	113252616	113258099	ENSG00000155367.11	PPM1J	protein_coding	-	chr1	113234243	113268199	K562_MPT_748	chr11	65235059	65278329	K562_SE_179	15	1.08e-2	K562	KARR-seq
chr1	113236310	113239243	ENSG00000225075.1	RP11-426L16.3	lncRNA	-	chr1	113234243	113268199	K562_MPT_748	chr11	65235059	65278329	K562_SE_179	15	1.08e-2	K562	KARR-seq
chr1	113161795	113214241	ENSG00000116489.8	CAPZA1	protein_coding	+	chr1	113155839	113167040	K562_MPT_746	chr16	89470522	89481522	K562_TE_8653	15	7.47e-6	K562	KARR-seq
chr1	113066140	113163447	ENSG00000007341.14	ST7L	protein_coding	-	chr1	113155839	113167040	K562_MPT_746	chr16	89470522	89481522	K562_TE_8653	15	7.47e-6	K562	KARR-seq
chr1	95439963	95538501	ENSG00000172339.9	ALG14	protein_coding	-	chr1	95533501	95543501	K562_MPT_675	chr1	193012586	193022714	K562_TE_1876	15	7.47e-6	K562	KARR-seq
chr15	41913422	42062141	ENSG00000174197.12	MGA	protein_coding	+	chr15	41947610	41966093	K562_MPT_4211	chr16	89470522	89481522	K562_TE_8653	15	7.47e-6	K562	KARR-seq
chr2	74685456	74688018	ENSG00000239779.2	WBP1	protein_coding	+	chr2	74677150	74715361	K562_MPT_7409	chr11	65235059	65278329	K562_SE_179	15	8.67e-3	K562	KARR-seq
chr2	74688184	74692537	ENSG00000115275.7	MOGS	protein_coding	-	chr2	74677150	74715361	K562_MPT_7409	chr11	65235059	65278329	K562_SE_179	15	8.67e-3	K562	KARR-seq
chr2	74682150	74688011	ENSG00000115274.10	INO80B	protein_coding	+	chr2	74677150	74715361	K562_MPT_7409	chr11	65235059	65278329	K562_SE_179	15	8.67e-3	K562	KARR-seq
chr2	74699085	74700449	ENSG00000204822.6	MRPL53	protein_coding	-	chr2	74677150	74715361	K562_MPT_7409	chr11	65235059	65278329	K562_SE_179	15	8.67e-3	K562	KARR-seq
chr2	74710200	74722013	ENSG00000115282.15	TTC31	protein_coding	+	chr2	74677150	74715361	K562_MPT_7409	chr11	65235059	65278329	K562_SE_179	15	8.67e-3	K562	KARR-seq
chr2	74699113	74710535	ENSG00000135637.9	CCDC142	protein_coding	-	chr2	74677150	74715361	K562_MPT_7409	chr11	65235059	65278329	K562_SE_179	15	8.67e-3	K562	KARR-seq
chr1	155948590	155952777	ENSG00000273002.1	RP11-336K24.12	lncRNA	+	chr1	155934520	155953890	K562_MPT_960	chr3	47026462	47031659	K562_SE_468	15	7.47e-6	K562	KARR-seq
chr1	155916630	155976861	ENSG00000116584.13	ARHGEF2	protein_coding	-	chr1	155934520	155953890	K562_MPT_960	chr3	47026462	47031659	K562_SE_468	15	7.47e-6	K562	KARR-seq
chr3	14153580	14166370	ENSG00000163528.8	CHCHD4	protein_coding	-	chr3	14161358	14171440	K562_MPT_8914	chr10	49662314	49726855	K562_SE_133	15	7.47e-6	K562	KARR-seq
chr3	14166440	14185179	ENSG00000170876.7	TMEM43	protein_coding	+	chr3	14161358	14171440	K562_MPT_8914	chr10	49662314	49726855	K562_SE_133	15	7.47e-6	K562	KARR-seq
chr1	85109390	85156486	ENSG00000117155.12	SSX2IP	protein_coding	-	chr1	85150972	85161486	K562_MPT_621	chr11	65235059	65278329	K562_SE_179	15	1.12e-2	K562	KARR-seq
chr6	20402398	20493941	ENSG00000112242.10	E2F3	protein_coding	+	chr6	20397398	20409034	K562_MPT_10855	chr11	65167965	65217131	K562_SE_178	15	2.22e-3	K562	KARR-seq
chr18	813275	813757	ENSG00000273355.1	RP11-672L10.6	lncRNA	+	chr18	807239	818275	K562_MPT_5954	chr11	85802540	85930107	K562_SE_187	15	7.47e-6	K562	KARR-seq
chr18	721588	812547	ENSG00000176105.9	YES1	protein_coding	-	chr18	807239	818275	K562_MPT_5954	chr11	85802540	85930107	K562_SE_187	15	7.47e-6	K562	KARR-seq
chr17	79373540	79433357	ENSG00000171282.9	RP11-1055B8.7	protein_coding	+	chr17	79353929	79379578	K562_MPT_5907	chr11	65235059	65278329	K562_SE_179	15	7.25e-2	K562	KARR-seq
