pair_id,enhancer_chr,enhancer_chr_start,enhancer_chr_end,enhancer_id,promoter_chr,promoter_chr_start,promoter_chr_end,promoter_id,ENSG,gene_id,gene_type,reads_count,P-value,cell_line,methods,interaction_type
K562_EP_0507,chr7,77130224,77193261,K562_TE_20037,chr7,135657064,135667101,K562_MPT_12091,ENSG00000105887.10,MTPN,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0508,chr2,70289720,70306836,K562_TE_11620,chr2,132243809,132255649,K562_MPT_7635,ENSG00000152117.13,AC093838.4,pseudogene,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0509,chr7,127020646,127024148,K562_TE_20413,chr7,100266154,100278761,K562_MPT_11925,ENSG00000172354.5,GNB2,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0510,chr1,8650684,8653387,K562_TE_111,chr1,204480511,204499647,K562_MPT_1205,ENSG00000198625.8,MDM4,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0511,chr1,27347522,27404689,K562_TE_400,chr1,26864603,26877343,K562_MPT_264,ENSG00000117676.9,RPS6KA1,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0512,chr8,54918327,54927581,K562_TE_21121,chr8,48915960,48926011,K562_MPT_12388,ENSG00000169139.7,UBE2V2,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0513,chr6,83715910,83716496,K562_TE_18696,chr6,20397398,20409034,K562_MPT_10855,ENSG00000112242.10,E2F3,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0514,chr1,235246582,235287340,K562_TE_2314,chr1,25553977,25563984,K562_MPT_238,ENSG00000117614.5,SYF2,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0515,chr9,132874093,132913703,K562_TE_22537,chr9,132592554,132602757,K562_MPT_13170,ENSG00000136819.10,C9orf78,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0516,chr6,4906494,4943216,K562_TE_18049,chr6,43538812,43549111,K562_MPT_11109,ENSG00000170734.7,POLH,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0517,chr11,117030595,117044970,K562_TE_4536,chr11,46311677,46321677,K562_MPT_2185,ENSG00000157613.6,CREB3L1,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0518,chr9,126013567,126023040,K562_TE_22411,chr9,73024540,73034540,K562_MPT_12882,ENSG00000119138.3,KLF9,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0519,chr2,27197423,27205635,K562_TE_11194,chr2,101613177,101624201,K562_MPT_7506,ENSG00000223947.1,AC016738.4,lncRNA,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0520,chr1,51997530,52049537,K562_TE_763,chr1,156732292,156742346,K562_MPT_983,ENSG00000143294.10,PRCC,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0521,chr10,126254164,126261628,K562_TE_3447,chr10,75168816,75178825,K562_MPT_1714,ENSG00000138279.11,ANXA7,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0522,chr1,12203889,12281299,K562_TE_179,chr1,112157399,112167769,K562_MPT_740,ENSG00000116473.10,RAP1A,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0523,chr17,29055422,29060133,K562_TE_8980,chr17,53494285,53504353,K562_MPT_5683,ENSG00000108960.3,MMD,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0524,chr3,141726747,141741810,K562_TE_15249,chr3,33830637,33845115,K562_MPT_8968,ENSG00000271643.1,RP11-10C24.3,lncRNA,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0525,chr1,55606407,55614648,K562_TE_830,chr1,249127479,249138353,K562_MPT_1433,ENSG00000171161.8,ZNF672,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0526,chr2,158146764,158160556,K562_TE_12198,chr2,15696454,15709294,K562_MPT_7116,ENSG00000234022.1,AC008278.2,lncRNA,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0527,chr2,24005620,24038481,K562_TE_11142,chr2,20096402,20106786,K562_MPT_7128,ENSG00000183891.5,TTC32,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0528,chr10,134357923,134396706,K562_TE_3485,chr10,104398897,104409644,K562_MPT_1859,ENSG00000272933.1,RP11-47A8.5,lncRNA,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0529,chr2,109164609,109191105,K562_TE_11898,chr2,65352235,65362240,K562_MPT_7330,ENSG00000138069.12,RAB1A,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0530,chr7,98684854,98731718,K562_TE_20136,chr7,158492457,158502520,K562_MPT_12202,ENSG00000146918.15,NCAPG2,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0531,chr6,26515143,26533743,K562_SE_579,chr6,116417012,116427014,K562_MPT_11295,ENSG00000178425.9,NT5DC1,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0532,chr17,75158896,75161687,K562_TE_9612,chr17,31185061,31195061,K562_MPT_5428,ENSG00000176658.12,MYO1D,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0533,chr17,61706832,61712656,K562_TE_9431,chr17,37803742,37814378,K562_MPT_5486,ENSG00000131748.11,STARD3,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0534,chr4,6827179,6858127,K562_TE_15807,chr4,2789750,2805291,K562_MPT_9658,ENSG00000087266.11,SH3BP2,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0535,chr1,39850033,39868414,K562_SE_35,chr1,156090951,156101594,K562_MPT_966,ENSG00000160789.15,LMNA,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0536,chr11,14672359,14709308,K562_TE_3700,chr11,3904317,3919120,K562_MPT_2013,ENSG00000230593.2,AC090804.1,pseudogene,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0537,chr1,51687912,51712304,K562_TE_756,chr1,229689442,229699442,K562_MPT_1347,ENSG00000135776.4,ABCB10,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0538,chr8,52782583,52803407,K562_TE_21110,chr8,15392732,15402792,K562_MPT_12257,ENSG00000104723.16,TUSC3,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0539,chr13,96397790,96408762,K562_TE_6208,chr13,49545048,49556020,K562_MPT_3543,ENSG00000102531.12,FNDC3A,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0540,chr1,151864135,151919194,K562_TE_1464,chr1,39664918,39677184,K562_MPT_409,ENSG00000127603.19,MACF1,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0541,chr15,75925594,75927027,K562_TE_7563,chr15,75912134,75947097,K562_MPT_4425,ENSG00000260235.1,CTD-2026K11.3,lncRNA,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0542,chr22,40160977,40277899,K562_SE_445,chr22,24231191,24246117,K562_MPT_8611,ENSG00000240972.1,MIF,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0543,chr1,197714213,197718408,K562_TE_1902,chr1,40500905,40511554,K562_MPT_422,ENSG00000131236.12,CAP1,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0544,chr1,228276332,228277790,K562_TE_2239,chr1,36330409,36353810,K562_MPT_375,ENSG00000271164.1,RP4-789D17.4,pseudogene,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0545,chr10,45960673,45968282,K562_SE_132,chr10,124908793,124919375,K562_MPT_1927,ENSG00000154473.13,BUB3,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0546,chr11,566227,571495,K562_TE_3510,chr11,47265179,47298795,K562_MPT_2201,ENSG00000025434.14,NR1H3,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0547,chr9,94618470,94683542,K562_SE_719,chr9,115507736,115518118,K562_MPT_13039,ENSG00000148158.12,SNX30,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0548,chr11,1356809,1357953,K562_TE_3521,chr11,108088211,108105331,K562_MPT_2570,ENSG00000200344.1,Y_RNA,misc_RNA,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0549,chr6,143516552,143522207,K562_TE_19117,chr6,3148296,3162760,K562_MPT_10774,ENSG00000228170.1,RP1-40E16.11,lncRNA,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0550,chr1,244602793,244609755,K562_TE_2375,chr1,229756717,229766981,K562_MPT_1348,ENSG00000135801.5,TAF5L,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0551,chr1,9736839,9773165,K562_TE_134,chr1,207920402,207930468,K562_MPT_1239,ENSG00000117335.14,CD46,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0552,chr9,114821347,114858734,K562_SE_727,chr9,139576848,139586875,K562_MPT_13228,ENSG00000169692.8,AGPAT2,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0553,chr6,26923826,26925594,K562_TE_18271,chr6,13675312,13692180,K562_MPT_10829,ENSG00000252966.1,RNU7-91P,snRNA,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0554,chr1,143366394,143389965,K562_TE_1335,chr1,24093887,24132260,K562_MPT_226,ENSG00000011009.6,LYPLA2,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0555,chr16,30885604,30894756,K562_TE_8237,chr16,414803,456882,K562_MPT_4601,ENSG00000236829.5,Z97634.3,pseudogene,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0556,chr1,40279908,40326415,K562_TE_601,chr1,45951815,45970725,K562_MPT_482,ENSG00000132763.10,MMACHC,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0557,chr1,206721556,206764381,K562_TE_2035,chr1,41277937,41287937,K562_MPT_437,ENSG00000117013.10,KCNQ4,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0558,chr15,34724258,34730545,K562_TE_7095,chr15,91068157,91078300,K562_MPT_4544,ENSG00000140577.11,CRTC3,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0559,chr1,223947957,223984264,K562_SE_101,chr1,52077547,52087781,K562_MPT_511,ENSG00000117859.14,OSBPL9,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0560,chr1,169114597,169129585,K562_TE_1689,chr1,22374120,22384790,K562_MPT_213,ENSG00000070831.11,CDC42,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0561,chr1,145134689,145159656,K562_TE_1354,chr1,29058133,29068477,K562_MPT_310,ENSG00000198492.10,YTHDF2,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0562,chr1,167682717,167728465,K562_SE_80,chr1,21107776,21118816,K562_MPT_199,ENSG00000127483.13,HP1BP3,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0563,chr1,54817343,54863669,K562_SE_43,chr1,228739885,228793183,K562_MPT_1343,ENSG00000199910.1,RNA5S10,rRNA,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0564,chr1,228600,266237,K562_TE_2,chr1,155652758,155663893,K562_MPT_955,ENSG00000132676.11,DAP3,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0565,chr11,36111629,36148220,K562_SE_169,chr11,134118142,134128455,K562_MPT_2689,ENSG00000151498.7,ACAD8,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0566,chr6,108543576,108562757,K562_TE_18845,chr6,31457658,31470922,K562_MPT_10972,ENSG00000200344.1,Y_RNA,misc_RNA,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0567,chr1,231369687,231370409,K562_TE_2285,chr1,26600667,26611613,K562_MPT_256,ENSG00000142669.9,SH3BGRL3,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0568,chr6,27866722,27879998,K562_TE_18284,chr6,3434652,3450247,K562_MPT_10778,ENSG00000137266.10,SLC22A23,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0569,chr7,77130224,77193261,K562_TE_20037,chr7,116649942,116665331,K562_MPT_12008,ENSG00000004866.14,ST7,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0570,chr22,40302297,40427613,K562_SE_446,chr22,50242490,50252490,K562_MPT_8838,ENSG00000100426.6,ZBED4,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0571,chr6,26414261,26428080,K562_TE_18263,chr6,26435700,26445786,K562_MPT_10889,ENSG00000111801.11,BTN3A3,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0572,chr12,74678119,74688044,K562_TE_5308,chr12,125047010,125057010,K562_MPT_3378,ENSG00000196498.9,NCOR2,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0573,chr2,45770371,45770642,K562_TE_11381,chr2,131094798,131105843,K562_MPT_7623,ENSG00000136718.5,IMP4,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0574,chr9,95498346,95519387,K562_TE_22141,chr9,126025843,126035855,K562_MPT_13081,ENSG00000165209.14,STRBP,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0575,chr17,20825600,20838060,K562_TE_8909,chr17,27134242,27144453,K562_MPT_5390,ENSG00000173065.9,FAM222B,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0576,chr1,27069570,27076962,K562_TE_395,chr1,155526821,155541097,K562_MPT_953,ENSG00000235919.3,ASH1L-AS1,lncRNA,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0577,chr3,44501786,44514067,K562_TE_14624,chr3,32606745,32617366,K562_MPT_8958,ENSG00000144635.4,DYNC1LI1,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0578,chr1,143117650,143141282,K562_TE_1330,chr1,173986435,173996647,K562_MPT_1096,ENSG00000135870.7,RC3H1,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0579,chr18,9055014,9096310,K562_TE_9789,chr18,9097628,9109080,K562_MPT_5979,ENSG00000265257.1,RP11-21J18.1,lncRNA,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0580,chr17,26380045,26454449,K562_TE_8935,chr17,55358205,55368205,K562_MPT_5693,ENSG00000153944.6,MSI2,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0581,chr19,39623116,39653870,K562_TE_10653,chr19,40591142,40601845,K562_MPT_6711,ENSG00000197782.10,ZNF780A,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0582,chr2,157256069,157262167,K562_TE_12187,chr2,219141931,219162309,K562_MPT_7883,ENSG00000135926.8,TMBIM1,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0583,chr14,105280717,105294061,K562_TE_6972,chr14,55028815,55039637,K562_MPT_3825,ENSG00000020577.9,SAMD4A,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0584,chr7,98684854,98731718,K562_TE_20136,chr7,140081707,140091707,K562_MPT_12110,ENSG00000202472.1,RNA5SP248,rRNA,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0585,chr6,138167626,138195667,K562_TE_19082,chr6,35431185,35441185,K562_MPT_11033,ENSG00000198755.6,RPL10A,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0586,chr5,149389031,149407916,K562_TE_17743,chr5,118599387,118609449,K562_MPT_10452,ENSG00000145779.7,TNFAIP8,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0587,chr17,79546459,79548871,K562_TE_9698,chr17,4262748,4274923,K562_MPT_5211,ENSG00000132388.8,UBE2G1,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0588,chr15,72528663,72531058,K562_TE_7517,chr15,72509872,72529164,K562_MPT_4385,ENSG00000067225.13,PKM,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0589,chr1,33178114,33199481,K562_TE_493,chr1,33163361,33174197,K562_MPT_346,ENSG00000162520.10,SYNC,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0590,chr9,20683670,20693256,K562_TE_21819,chr9,124127483,124142519,K562_MPT_13070,ENSG00000148175.8,STOM,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0591,chr1,8842073,8889894,K562_SE_2,chr1,31877412,31891660,K562_MPT_325,ENSG00000168528.7,SERINC2,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0592,chr2,65233126,65234389,K562_TE_11558,chr2,27574113,27585055,K562_MPT_7172,ENSG00000115207.9,GTF3C2,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0593,chr17,25646765,25708689,K562_SE_295,chr17,62328451,62345661,K562_MPT_5756,ENSG00000136478.3,TEX2,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0594,chr6,52402389,52423401,K562_TE_18577,chr6,30288911,30302359,K562_MPT_10946,ENSG00000248167.3,TRIM39-RPP21,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0595,chr17,38582022,38647262,K562_TE_9107,chr17,44265166,44278424,K562_MPT_5601,ENSG00000120071.8,KANSL1,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0596,chr19,14458957,14486868,K562_TE_10425,chr19,54682517,54718286,K562_MPT_6990,ENSG00000170889.9,RPS9,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0597,chr1,179177637,179188182,K562_TE_1772,chr1,25066848,25076848,K562_MPT_237,ENSG00000169504.10,CLIC4,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0598,chr19,15938687,15956027,K562_SE_336,chr19,46229162,46241509,K562_MPT_6822,ENSG00000177051.5,FBXO46,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0599,chr2,69809230,69861767,K562_TE_11609,chr2,113332161,113351617,K562_MPT_7562,ENSG00000200344.1,Y_RNA,misc_RNA,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0600,chr8,126175328,126206246,K562_TE_21571,chr8,99048954,99066084,K562_MPT_12528,ENSG00000245970.2,KB-1208A12.3,lncRNA,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0601,chr1,113228698,113240045,K562_TE_1234,chr1,205086143,205096143,K562_MPT_1207,ENSG00000117222.9,RBBP5,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0602,chr1,11898939,11911558,K562_TE_171,chr1,24301784,24311846,K562_MPT_231,ENSG00000188529.10,SRSF10,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0603,chr17,37037691,37057893,K562_TE_9070,chr17,36897881,36916653,K562_MPT_5473,ENSG00000252278.1,RNU6-866P,snRNA,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0604,chr1,207843376,207871226,K562_TE_2058,chr1,247237057,247247057,K562_MPT_1419,ENSG00000135747.7,ZNF670,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0605,chr12,12932537,12983668,K562_TE_4810,chr12,57903933,57948827,K562_MPT_3069,ENSG00000175203.11,DCTN2,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0606,chr4,155360950,155406743,K562_SE_523,chr4,48777265,48787316,K562_MPT_9782,ENSG00000075539.9,FRYL,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0607,chr10,89638363,89640262,K562_TE_3128,chr10,4863446,4873488,K562_MPT_1448,ENSG00000165568.13,AKR1E2,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0608,chr1,39380359,39389646,K562_TE_582,chr1,10453649,10464689,K562_MPT_112,ENSG00000142657.16,PGD,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0609,chr6,109693375,109695993,K562_TE_18869,chr6,126126281,126141364,K562_MPT_11331,ENSG00000111912.14,NCOA7,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0610,chr5,135415815,135424581,K562_TE_17596,chr5,177535444,177545444,K562_MPT_10711,ENSG00000145911.5,N4BP3,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0611,chr5,150843574,150845520,K562_TE_17771,chr5,79941855,79955802,K562_MPT_10358,ENSG00000228716.2,DHFR,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0612,chr11,3441706,3445112,K562_TE_3552,chr11,71493556,71503564,K562_MPT_2419,ENSG00000158483.11,FAM86C1,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0613,chr8,106336583,106447158,K562_SE_696,chr8,143818829,143828829,K562_MPT_12660,ENSG00000126233.1,SLURP1,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0614,chr17,7370209,7371126,K562_TE_8760,chr17,27905890,27926072,K562_MPT_5402,ENSG00000264647.1,RP11-68I3.7,lncRNA,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0615,chr2,198714946,198759771,K562_TE_12512,chr2,84681604,84691604,K562_MPT_7422,ENSG00000163541.7,SUCLG1,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0616,chr1,36700668,36723932,K562_TE_543,chr1,55500221,55510895,K562_MPT_546,ENSG00000169174.9,PCSK9,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0617,chr17,38480142,38491681,K562_TE_9105,chr17,38511907,38529204,K562_MPT_5504,ENSG00000266208.1,CTD-2267D19.3,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0618,chr1,151282823,151287303,K562_TE_1448,chr1,32393621,32413177,K562_MPT_332,ENSG00000184007.13,PTP4A2,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0619,chr9,126582526,126599660,K562_TE_22422,chr9,86531342,86541342,K562_MPT_12905,ENSG00000165115.10,KIF27,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0620,chr1,27823323,27901393,K562_SE_25,chr1,154575682,154590067,K562_MPT_936,ENSG00000268141.1,AL606500.1,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0621,chr1,174113216,174141803,K562_TE_1745,chr1,27049199,27059199,K562_MPT_267,ENSG00000117713.13,ARID1A,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0622,chr1,45162613,45199312,K562_SE_39,chr1,87374809,87385357,K562_MPT_632,ENSG00000153936.12,HS2ST1,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0623,chr1,22179640,22194604,K562_TE_301,chr1,23484197,23509301,K562_MPT_216,ENSG00000252578.1,RNU6-135P,snRNA,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0624,chr6,26129900,26134276,K562_TE_18259,chr6,30869655,30887159,K562_MPT_10964,ENSG00000137411.12,VARS2,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0625,chr22,21845384,21889457,K562_SE_437,chr22,41935449,41945610,K562_MPT_8781,ENSG00000100413.12,POLR3H,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0626,chr1,111458493,111473076,K562_TE_1212,chr1,65767204,65780228,K562_MPT_573,ENSG00000116675.11,DNAJC6,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0627,chr1,52200460,52218772,K562_TE_767,chr1,24735215,24751038,K562_MPT_234,ENSG00000001460.13,STPG1,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0628,chr1,32370486,32397588,K562_TE_476,chr1,101355220,101366810,K562_MPT_691,ENSG00000162694.9,EXTL2,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0629,chr9,37290422,37309519,K562_TE_21901,chr9,5624025,5634327,K562_MPT_12732,ENSG00000107036.7,KIAA1432,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0630,chr1,234623411,234694605,K562_SE_107,chr1,235319535,235329772,K562_MPT_1376,ENSG00000188739.10,RBM34,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0631,chr1,211756531,211841033,K562_SE_96,chr1,212777012,212787257,K562_MPT_1262,ENSG00000162772.12,ATF3,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0632,chr12,63118843,63125453,K562_TE_5208,chr12,104318885,104329203,K562_MPT_3202,ENSG00000214198.3,RP11-642P15.1,pseudogene,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0633,chr11,46442681,46473142,K562_TE_3902,chr11,77700712,77710724,K562_MPT_2485,ENSG00000149262.12,INTS4,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0634,chr1,21346460,21357035,K562_SE_16,chr1,154595440,154605474,K562_MPT_937,ENSG00000160710.11,ADAR,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0635,chr12,105060893,105066143,K562_TE_5507,chr12,123709993,123723302,K562_MPT_3361,ENSG00000130921.3,C12orf65,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
K562_EP_0636,chr1,165801944,165840770,K562_TE_1644,chr1,145570233,145581024,K562_MPT_824,ENSG00000131788.11,PIAS3,protein_coding,3,0.0112,K562,KARR-seq,cis_same_chromosome
